Primary City,Account Number,CUSTOMER_TYPE,Data Subscribed (GB),Data Bonus (GB),Bonus Used,YM
Kano,1001839,Retail,399.64,178.26,178.26,1-Jul-19
Kano,1001839,Retail,461.44,174.02,21.42,1-Oct-19
Kano,1001839,Retail,486.16,47.86,21.47,1-Nov-19
Kano,1001839,Retail,486.16,30.77,0,1-Dec-19
Kano,1001839,Retail,491.31,58.41,6.65,1-Aug-19
Kano,1001839,Retail,325.48,108.98,108.98,1-Sep-19
Lagos,1001840,Retail,288.4,23.35,10.07,1-Jul-19
Lagos,1001840,Retail,305.91,55.93,0,1-Oct-19
Lagos,1001840,Retail,338.87,130.2,130.2,1-Aug-19
Lagos,1001840,Retail,364.62,88.89,88.89,1-Dec-19
Lagos,1001840,Retail,367.71,140.76,0,1-Nov-19
Lagos,1001840,Retail,212.18,156.67,156.67,1-Sep-19
Port Harcourt,1001841,Retail,231.75,101.81,0,1-Aug-19
Port Harcourt,1001841,Retail,234.84,48.27,37.05,1-Jul-19
Port Harcourt,1001841,Retail,296.64,143.79,143.79,1-Oct-19
Port Harcourt,1001841,Retail,361.53,96.64,0,1-Dec-19
Port Harcourt,1001841,Retail,363.59,83.01,0,1-Nov-19
Port Harcourt,1001841,Retail,228.66,98.43,0,1-Sep-19
Port Harcourt,1001842,Retail,399.64,11.75,11.75,1-Jul-19
Port Harcourt,1001842,Retail,461.44,188.68,86.9,1-Oct-19
Port Harcourt,1001842,Retail,486.16,48.07,48.07,1-Nov-19
Port Harcourt,1001842,Retail,486.16,67.62,67.62,1-Dec-19
Port Harcourt,1001842,Retail,491.31,116.5,14.74,1-Aug-19
Port Harcourt,1001842,Retail,325.48,23.02,18.72,1-Sep-19
Abuja,1001843,Retail,133.9,11.83,11.83,1-Aug-19
Abuja,1001843,Retail,267.8,106.06,0,1-Oct-19
Abuja,1001843,Retail,342.99,250.21,0,1-Jul-19
Abuja,1001843,Retail,362.56,48.15,31.58,1-Nov-19
Abuja,1001843,Retail,365.65,119.09,0,1-Dec-19
Abuja,1001843,Retail,173.04,58.37,58.37,1-Sep-19
Port Harcourt,1001844,Retail,323.42,107.95,79.43,1-Jul-19
Port Harcourt,1001844,Retail,338.87,86.39,86.39,1-Oct-19
Port Harcourt,1001844,Retail,363.59,171.79,114.75,1-Dec-19
Port Harcourt,1001844,Retail,367.71,11.37,11.37,1-Nov-19
Port Harcourt,1001844,Retail,373.89,54.17,54.17,1-Aug-19
Port Harcourt,1001844,Retail,268.83,79.93,79.93,1-Sep-19
Onitsha,1001845,Retail,190.55,44.69,0,1-Oct-19
Onitsha,1001845,Retail,192.61,95.38,95.38,1-Jul-19
Onitsha,1001845,Retail,208.06,87.41,0,1-Aug-19
Onitsha,1001845,Retail,479.98,103.43,103.43,1-Dec-19
Onitsha,1001845,Retail,481.01,222.77,0,1-Nov-19
Onitsha,1001845,Retail,139.05,67.29,0,1-Sep-19
Lagos,1001846,Retail,51.5,14.69,14.69,1-Oct-19
Lagos,1001846,Retail,284.28,76.27,0,1-Jul-19
Lagos,1001846,Retail,354.32,13.77,13.77,1-Dec-19
Lagos,1001846,Retail,367.71,73,73,1-Nov-19
Lagos,1001846,Retail,443.93,65.15,0,1-Aug-19
Lagos,1001846,Retail,51.5,4.24,4.24,1-Sep-19
Lagos,1001847,Retail,277.07,74.49,74.49,1-Nov-19
Lagos,1001847,Retail,277.07,122.27,0,1-Dec-19
Lagos,1001847,Retail,298.7,99.99,0,1-Aug-19
Lagos,1001847,Retail,337.84,40.69,0,1-Jul-19
Lagos,1001847,Retail,346.08,101.73,101.73,1-Oct-19
Lagos,1001847,Retail,352.26,19.45,19.45,1-Sep-19
Onitsha,1001848,Retail,231.75,104.83,104.83,1-Aug-19
Onitsha,1001848,Retail,234.84,54.93,54.93,1-Jul-19
Onitsha,1001848,Retail,296.64,111.92,0,1-Oct-19
Onitsha,1001848,Retail,361.53,82.94,82.94,1-Dec-19
Onitsha,1001848,Retail,363.59,122.42,122.42,1-Nov-19
Onitsha,1001848,Retail,228.66,41.14,10.74,1-Sep-19
Lagos,1001849,Retail,292.52,138.6,77.03,1-Aug-19
Lagos,1001849,Retail,328.57,133.6,133.6,1-Jul-19
Lagos,1001849,Retail,340.93,143.19,0,1-Oct-19
Lagos,1001849,Retail,361.53,31.83,10.51,1-Dec-19
Lagos,1001849,Retail,364.62,175.22,175.22,1-Nov-19
Lagos,1001849,Retail,256.47,53.41,0,1-Sep-19
Onitsha,1001850,Retail,125.66,19.1,19.1,1-Aug-19
Onitsha,1001850,Retail,250.29,171.71,171.71,1-Oct-19
Onitsha,1001850,Retail,323.42,87.49,0,1-Jul-19
Onitsha,1001850,Retail,361.53,85.77,0,1-Nov-19
Onitsha,1001850,Retail,364.62,85.12,0,1-Dec-19
Onitsha,1001850,Retail,162.74,74.28,74.28,1-Sep-19
Abuja,1001851,Retail,268.83,43.25,43.25,1-Jul-19
Abuja,1001851,Retail,275.01,98.54,98.54,1-Oct-19
Abuja,1001851,Retail,314.15,19.99,0,1-Aug-19
Abuja,1001851,Retail,484.1,89.08,0,1-Nov-19
Abuja,1001851,Retail,484.1,303.27,303.27,1-Dec-19
Abuja,1001851,Retail,253.38,225.49,0,1-Sep-19
Lagos,1001852,Retail,133.9,1.05,0.32,1-Aug-19
Lagos,1001852,Retail,267.8,38.85,8.1,1-Oct-19
Lagos,1001852,Retail,319.3,112.62,28.12,1-Jul-19
Lagos,1001852,Retail,362.56,89.62,5.2,1-Nov-19
Lagos,1001852,Retail,365.65,150.86,0,1-Dec-19
Lagos,1001852,Retail,173.04,65.09,65.09,1-Sep-19
Abuja,1001853,Retail,166.86,89.16,18.64,1-Jul-19
Abuja,1001853,Retail,277.07,112.03,112.03,1-Nov-19
Abuja,1001853,Retail,277.07,55.14,55.14,1-Dec-19
Abuja,1001853,Retail,298.7,6.58,5.36,1-Aug-19
Abuja,1001853,Retail,346.08,86.28,1.8,1-Oct-19
Abuja,1001853,Retail,352.26,314.05,184.29,1-Sep-19
Lagos,1001854,Retail,312.09,118.34,118.34,1-Jul-19
Lagos,1001854,Retail,313.12,112.47,112.47,1-Oct-19
Lagos,1001854,Retail,347.11,128.04,128.04,1-Aug-19
Lagos,1001854,Retail,362.56,159.06,159.06,1-Dec-19
Lagos,1001854,Retail,366.68,144.9,144.9,1-Nov-19
Lagos,1001854,Retail,249.26,27.42,0,1-Sep-19
Port Harcourt,1001855,Retail,224.54,97.92,97.92,1-Aug-19
Port Harcourt,1001855,Retail,235.87,138.5,0,1-Oct-19
Port Harcourt,1001855,Retail,291.49,55.17,0,1-Nov-19
Port Harcourt,1001855,Retail,298.7,40.26,40.26,1-Jul-19
Port Harcourt,1001855,Retail,303.85,124.62,0,1-Dec-19
Port Harcourt,1001855,Retail,60.77,24.31,24.31,1-Sep-19
Port Harcourt,1001856,Retail,277.07,197.58,197.58,1-Nov-19
Port Harcourt,1001856,Retail,277.07,0.2,0,1-Dec-19
Port Harcourt,1001856,Retail,298.7,5.33,5.33,1-Aug-19
Port Harcourt,1001856,Retail,337.84,62.63,0,1-Jul-19
Port Harcourt,1001856,Retail,346.08,73.82,73.82,1-Oct-19
Port Harcourt,1001856,Retail,352.26,137.28,137.28,1-Sep-19
Abuja,1001857,Retail,133.9,4.38,2.36,1-Aug-19
Abuja,1001857,Retail,267.8,60.83,0,1-Oct-19
Abuja,1001857,Retail,342.99,9.88,9.64,1-Jul-19
Abuja,1001857,Retail,362.56,116.88,22.73,1-Nov-19
Abuja,1001857,Retail,365.65,36.09,0,1-Dec-19
Abuja,1001857,Retail,173.04,5.46,5.46,1-Sep-19
Onitsha,1001858,Retail,277.07,61.7,53.85,1-Nov-19
Onitsha,1001858,Retail,277.07,205.04,128.2,1-Dec-19
Onitsha,1001858,Retail,298.7,79.52,0,1-Aug-19
Onitsha,1001858,Retail,337.84,62.68,0,1-Jul-19
Onitsha,1001858,Retail,346.08,55.74,25.34,1-Oct-19
Onitsha,1001858,Retail,352.26,24.67,0,1-Sep-19
Port Harcourt,1001859,Retail,292.52,210.05,210.05,1-Oct-19
Port Harcourt,1001859,Retail,433.63,78.47,26.59,1-Jul-19
Port Harcourt,1001859,Retail,437.75,97.2,77.47,1-Aug-19
Port Harcourt,1001859,Retail,495.43,205.08,205.08,1-Nov-19
Port Harcourt,1001859,Retail,497.49,316.79,316.79,1-Dec-19
Port Harcourt,1001859,Retail,386.25,184.68,184.68,1-Sep-19
Abuja,1001860,Retail,367.71,143.88,143.88,1-Nov-19
Abuja,1001860,Retail,367.71,122.29,122.29,1-Dec-19
Abuja,1001860,Retail,490.28,212.5,212.5,1-Jul-19
Abuja,1001860,Retail,496.46,10.21,10.21,1-Aug-19
Abuja,1001860,Retail,556.2,118.09,94.49,1-Oct-19
Abuja,1001860,Retail,600.49,151.04,151.04,1-Sep-19
Port Harcourt,1001861,Retail,277.07,249.67,249.67,1-Nov-19
Port Harcourt,1001861,Retail,277.07,32.54,0,1-Dec-19
Port Harcourt,1001861,Retail,285.31,63.92,63.92,1-Jul-19
Port Harcourt,1001861,Retail,431.57,411.83,411.83,1-Oct-19
Port Harcourt,1001861,Retail,449.08,34.81,34.81,1-Aug-19
Port Harcourt,1001861,Retail,393.46,82.3,82.3,1-Sep-19
Onitsha,1001862,Retail,298.7,116.19,0,1-Jul-19
Onitsha,1001862,Retail,303.85,15.14,15.14,1-Nov-19
Onitsha,1001862,Retail,303.85,147.43,147.43,1-Dec-19
Onitsha,1001862,Retail,322.39,16.49,16.49,1-Oct-19
Onitsha,1001862,Retail,329.6,54.17,9.73,1-Aug-19
Onitsha,1001862,Retail,93.73,15.75,0,1-Sep-19
Onitsha,1001863,Retail,224.54,36.79,36.79,1-Aug-19
Onitsha,1001863,Retail,235.87,110.12,110.12,1-Oct-19
Onitsha,1001863,Retail,291.49,257.75,257.75,1-Nov-19
Onitsha,1001863,Retail,298.7,0.51,0.51,1-Jul-19
Onitsha,1001863,Retail,303.85,4.03,4.03,1-Dec-19
Onitsha,1001863,Retail,60.77,20.41,0,1-Sep-19
Kano,1001864,Retail,231.75,49.04,49.04,1-Aug-19
Kano,1001864,Retail,296.64,29.64,14.28,1-Oct-19
Kano,1001864,Retail,342.99,77.5,77.5,1-Jul-19
Kano,1001864,Retail,361.53,162.17,0,1-Dec-19
Kano,1001864,Retail,363.59,55.69,55.69,1-Nov-19
Kano,1001864,Retail,228.66,133.09,133.09,1-Sep-19
Onitsha,1001865,Retail,231.75,20.75,20.75,1-Aug-19
Onitsha,1001865,Retail,296.64,141.1,54.61,1-Oct-19
Onitsha,1001865,Retail,342.99,21.2,14.76,1-Jul-19
Onitsha,1001865,Retail,361.53,169.65,159.78,1-Dec-19
Onitsha,1001865,Retail,363.59,90.22,0,1-Nov-19
Onitsha,1001865,Retail,228.66,63.41,0,1-Sep-19
Kano,1001866,Retail,133.9,38.27,0,1-Jul-19
Kano,1001866,Retail,150.38,66.39,66.39,1-Oct-19
Kano,1001866,Retail,220.42,68.07,68.07,1-Aug-19
Kano,1001866,Retail,226.6,88.39,0,1-Jul-19
Kano,1001866,Retail,227.63,8.59,8.59,1-Dec-19
Kano,1001866,Retail,252.35,9.76,9.76,1-Aug-19
Kano,1001866,Retail,268.83,68.49,68.49,1-Nov-19
Kano,1001866,Retail,282.22,271.73,271.73,1-Oct-19
Kano,1001866,Retail,360.5,137.64,137.64,1-Dec-19
Kano,1001866,Retail,363.59,112.29,0,1-Nov-19
Kano,1001866,Retail,168.92,100.15,100.15,1-Sep-19
Kano,1001866,Retail,217.33,17.76,17.76,1-Sep-19
Abuja,1001867,Retail,292.52,84.83,84.83,1-Aug-19
Abuja,1001867,Retail,328.57,133.53,133.53,1-Jul-19
Abuja,1001867,Retail,340.93,110.93,110.93,1-Oct-19
Abuja,1001867,Retail,361.53,273.98,273.98,1-Dec-19
Abuja,1001867,Retail,364.62,129.96,0,1-Nov-19
Abuja,1001867,Retail,256.47,1.3,1.3,1-Sep-19
Onitsha,1001868,Retail,133.9,7.63,1.79,1-Aug-19
Onitsha,1001868,Retail,267.8,157.82,157.82,1-Oct-19
Onitsha,1001868,Retail,319.3,25.01,18.62,1-Jul-19
Onitsha,1001868,Retail,362.56,114.28,31.79,1-Nov-19
Onitsha,1001868,Retail,365.65,99.91,99.91,1-Dec-19
Onitsha,1001868,Retail,173.04,59.53,59.53,1-Sep-19
Onitsha,1001869,Retail,231.75,25.57,15.6,1-Aug-19
Onitsha,1001869,Retail,234.84,36.18,18.87,1-Jul-19
Onitsha,1001869,Retail,296.64,133.07,15.02,1-Oct-19
Onitsha,1001869,Retail,361.53,96.05,0,1-Dec-19
Onitsha,1001869,Retail,363.59,32.22,32.22,1-Nov-19
Onitsha,1001869,Retail,228.66,14.51,0,1-Sep-19
Onitsha,1001870,Retail,220.42,161.8,161.8,1-Aug-19
Onitsha,1001870,Retail,226.6,81.68,81.68,1-Jul-19
Onitsha,1001870,Retail,282.22,60.31,0,1-Oct-19
Onitsha,1001870,Retail,360.5,9.95,9.95,1-Dec-19
Onitsha,1001870,Retail,363.59,147.33,147.33,1-Nov-19
Onitsha,1001870,Retail,217.33,85.11,85.11,1-Sep-19
Port Harcourt,1001871,Retail,214.24,168.68,61.58,1-Aug-19
Port Harcourt,1001871,Retail,291.49,94.17,94.17,1-Nov-19
Port Harcourt,1001871,Retail,303.85,103.3,103.3,1-Dec-19
Port Harcourt,1001871,Retail,310.03,176.06,176.06,1-Oct-19
Port Harcourt,1001871,Retail,318.27,97.1,97.1,1-Jul-19
Port Harcourt,1001871,Retail,51.5,11.42,11.42,1-Sep-19
Onitsha,1001872,Retail,214.24,44.11,44.11,1-Aug-19
Onitsha,1001872,Retail,291.49,63.55,0,1-Nov-19
Onitsha,1001872,Retail,303.85,57.68,57.68,1-Dec-19
Onitsha,1001872,Retail,310.03,69.61,69.61,1-Oct-19
Onitsha,1001872,Retail,318.27,175.36,106.96,1-Jul-19
Onitsha,1001872,Retail,51.5,0.66,0,1-Sep-19
Abuja,1001873,Retail,224.54,26.49,0,1-Aug-19
Abuja,1001873,Retail,235.87,62.85,62.85,1-Oct-19
Abuja,1001873,Retail,236.9,83.79,83.79,1-Jul-19
Abuja,1001873,Retail,291.49,100.88,0,1-Nov-19
Abuja,1001873,Retail,303.85,111.22,111.22,1-Dec-19
Abuja,1001873,Retail,60.77,7.67,0,1-Sep-19
Onitsha,1001874,Retail,277.07,26.54,24.44,1-Nov-19
Onitsha,1001874,Retail,277.07,133.93,81.2,1-Dec-19
Onitsha,1001874,Retail,298.7,27.7,7.38,1-Aug-19
Onitsha,1001874,Retail,337.84,249.15,0,1-Jul-19
Onitsha,1001874,Retail,346.08,10.88,10.88,1-Oct-19
Onitsha,1001874,Retail,352.26,41.22,41.22,1-Sep-19
Abuja,1001875,Retail,275.01,32.67,0,1-Oct-19
Abuja,1001875,Retail,314.15,213.72,213.72,1-Aug-19
Abuja,1001875,Retail,346.08,247.78,247.78,1-Jul-19
Abuja,1001875,Retail,484.1,361.6,361.6,1-Nov-19
Abuja,1001875,Retail,484.1,135.57,39.58,1-Dec-19
Abuja,1001875,Retail,253.38,17.5,17.5,1-Sep-19
Abuja,1001876,Retail,133.9,24.73,24.73,1-Aug-19
Abuja,1001876,Retail,267.8,10.79,10.79,1-Oct-19
Abuja,1001876,Retail,319.3,37.94,37.94,1-Jul-19
Abuja,1001876,Retail,362.56,212.66,212.66,1-Nov-19
Abuja,1001876,Retail,365.65,62.86,0,1-Dec-19
Abuja,1001876,Retail,173.04,146.82,103.37,1-Sep-19
Port Harcourt,1001877,Retail,292.52,6,0,1-Aug-19
Port Harcourt,1001877,Retail,328.57,60.03,60.03,1-Jul-19
Port Harcourt,1001877,Retail,340.93,50.81,50.81,1-Oct-19
Port Harcourt,1001877,Retail,361.53,129.55,129.55,1-Dec-19
Port Harcourt,1001877,Retail,364.62,7.53,7.53,1-Nov-19
Port Harcourt,1001877,Retail,256.47,16.44,16.44,1-Sep-19
Port Harcourt,1001878,Retail,292.52,3.3,0,1-Aug-19
Port Harcourt,1001878,Retail,328.57,9.19,0.21,1-Jul-19
Port Harcourt,1001878,Retail,340.93,28.69,28.69,1-Oct-19
Port Harcourt,1001878,Retail,361.53,97.56,58.38,1-Dec-19
Port Harcourt,1001878,Retail,364.62,147.94,123.17,1-Nov-19
Port Harcourt,1001878,Retail,256.47,106.46,106.46,1-Sep-19
Abuja,1001879,Retail,323.42,140.12,140.12,1-Jul-19
Abuja,1001879,Retail,338.87,136.41,0,1-Oct-19
Abuja,1001879,Retail,363.59,99.91,28.29,1-Dec-19
Abuja,1001879,Retail,367.71,123.02,0,1-Nov-19
Abuja,1001879,Retail,373.89,121.6,12.71,1-Aug-19
Abuja,1001879,Retail,268.83,123.27,17.39,1-Sep-19
Port Harcourt,1001880,Retail,247.2,18.37,9.99,1-Jul-19
Port Harcourt,1001880,Retail,262.65,217.36,119.44,1-Oct-19
Port Harcourt,1001880,Retail,289.43,37.99,0,1-Aug-19
Port Harcourt,1001880,Retail,362.56,83.88,83.88,1-Dec-19
Port Harcourt,1001880,Retail,365.65,19.81,0,1-Nov-19
Port Harcourt,1001880,Retail,181.28,0.11,0.11,1-Sep-19
Port Harcourt,1001881,Retail,125.66,48.95,13.99,1-Aug-19
Port Harcourt,1001881,Retail,250.29,29.59,0,1-Oct-19
Port Harcourt,1001881,Retail,323.42,85.63,85.63,1-Jul-19
Port Harcourt,1001881,Retail,361.53,77.89,0,1-Nov-19
Port Harcourt,1001881,Retail,364.62,115.11,115.11,1-Dec-19
Port Harcourt,1001881,Retail,162.74,58.3,58.3,1-Sep-19
Onitsha,1001882,Retail,0,0,0,1-Jul-19
Onitsha,1001882,Retail,0,0,0,1-Aug-19
Onitsha,1001882,Retail,0,0,0,1-Oct-19
Onitsha,1001882,Retail,0,0,0,1-Nov-19
Onitsha,1001882,Retail,0,0,0,1-Dec-19
Onitsha,1001882,Retail,223.51,208.09,124.18,1-Jul-19
Onitsha,1001882,Retail,248.23,52.82,52.82,1-Aug-19
Onitsha,1001882,Retail,258.53,46.61,0,1-Oct-19
Onitsha,1001882,Retail,295.61,28.39,0,1-Nov-19
Onitsha,1001882,Retail,358.44,169.04,0,1-Dec-19
Onitsha,1001882,Retail,0,0,0,1-Sep-19
Onitsha,1001882,Retail,175.1,81.69,74.2,1-Sep-19
Kano,1001883,Retail,118.45,50.73,0,1-Dec-19
Kano,1001883,Retail,119.48,6.96,6.96,1-Nov-19
Kano,1001883,Retail,123.6,29.51,29.51,1-Oct-19
Kano,1001883,Retail,130.81,33.93,10.51,1-Jul-19
Kano,1001883,Retail,135.96,54.8,54.8,1-Aug-19
Kano,1001883,Retail,292.52,23.21,9.29,1-Oct-19
Kano,1001883,Retail,433.63,159.15,159.15,1-Jul-19
Kano,1001883,Retail,437.75,31.97,0,1-Aug-19
Kano,1001883,Retail,495.43,96.68,96.68,1-Nov-19
Kano,1001883,Retail,497.49,27.79,0,1-Dec-19
Kano,1001883,Retail,109.18,15.57,15.57,1-Sep-19
Kano,1001883,Retail,386.25,356.3,356.3,1-Sep-19
Kano,1001884,Retail,292.52,207.05,0,1-Oct-19
Kano,1001884,Retail,433.63,26.05,0,1-Jul-19
Kano,1001884,Retail,437.75,16.57,0,1-Aug-19
Kano,1001884,Retail,495.43,213.31,0,1-Nov-19
Kano,1001884,Retail,497.49,124.45,79.29,1-Dec-19
Kano,1001884,Retail,386.25,87.33,87.33,1-Sep-19
Kano,1001885,Retail,196.73,5.3,0,1-Oct-19
Kano,1001885,Retail,196.73,41.93,0,1-Nov-19
Kano,1001885,Retail,402.73,195.2,0,1-Nov-19
Kano,1001885,Retail,402.73,0.2,0,1-Dec-19
Kano,1001885,Retail,409.94,12.75,12.75,1-Jul-19
Kano,1001885,Retail,409.94,93.99,7.05,1-Aug-19
Kano,1001885,Retail,448.05,117.05,117.05,1-Dec-19
Kano,1001885,Retail,517.06,78.22,78.22,1-Jul-19
Kano,1001885,Retail,648.9,32.19,32.19,1-Aug-19
Kano,1001885,Retail,677.74,315.38,0,1-Oct-19
Kano,1001885,Retail,143.17,55.57,55.57,1-Sep-19
Kano,1001885,Retail,495.43,51.14,51.14,1-Sep-19
Abuja,1001886,Retail,290.46,59.71,0,1-Aug-19
Abuja,1001886,Retail,291.49,41.16,41.16,1-Oct-19
Abuja,1001886,Retail,314.15,72.17,0,1-Jul-19
Abuja,1001886,Retail,492.34,322.33,0,1-Nov-19
Abuja,1001886,Retail,497.49,471.97,471.97,1-Dec-19
Abuja,1001886,Retail,322.39,112.38,112.38,1-Sep-19
Port Harcourt,1001887,Retail,263.68,94.37,0,1-Oct-19
Port Harcourt,1001887,Retail,390.37,3.08,0.35,1-Jul-19
Port Harcourt,1001887,Retail,393.46,52.65,52.65,1-Aug-19
Port Harcourt,1001887,Retail,493.37,155.55,155.55,1-Nov-19
Port Harcourt,1001887,Retail,497.49,79.28,0,1-Dec-19
Port Harcourt,1001887,Retail,349.17,17.09,17.09,1-Sep-19
Port Harcourt,1001888,Retail,0,0,0,1-Jul-19
Port Harcourt,1001888,Retail,0,0,0,1-Jul-19
Port Harcourt,1001888,Retail,0,0,0,1-Aug-19
Port Harcourt,1001888,Retail,0,0,0,1-Aug-19
Port Harcourt,1001888,Retail,0,0,0,1-Oct-19
Port Harcourt,1001888,Retail,0,0,0,1-Oct-19
Port Harcourt,1001888,Retail,0,0,0,1-Nov-19
Port Harcourt,1001888,Retail,0,0,0,1-Nov-19
Port Harcourt,1001888,Retail,0,0,0,1-Dec-19
Port Harcourt,1001888,Retail,0,0,0,1-Dec-19
Port Harcourt,1001888,Retail,0,0,0,1-Sep-19
Port Harcourt,1001888,Retail,0,0,0,1-Sep-19
Lagos,1001889,Retail,263.68,3.85,0,1-Oct-19
Lagos,1001889,Retail,358.44,43.03,1.29,1-Aug-19
Lagos,1001889,Retail,362.56,34.07,9.37,1-Nov-19
Lagos,1001889,Retail,362.56,137.08,137.08,1-Dec-19
Lagos,1001889,Retail,390.37,71.15,71.15,1-Jul-19
Lagos,1001889,Retail,393.46,184.47,0,1-Aug-19
Lagos,1001889,Retail,461.44,80.69,80.69,1-Jul-19
Lagos,1001889,Retail,464.53,133.08,0,1-Oct-19
Lagos,1001889,Retail,493.37,20.34,20.34,1-Nov-19
Lagos,1001889,Retail,497.49,182.07,169.66,1-Dec-19
Lagos,1001889,Retail,349.17,25.08,25.08,1-Sep-19
Lagos,1001889,Retail,592.25,153.43,0,1-Sep-19
Lagos,1001890,Retail,159.65,34.59,34.59,1-Jul-19
Lagos,1001890,Retail,159.65,71.6,71.6,1-Aug-19
Lagos,1001890,Retail,159.65,107.63,107.63,1-Oct-19
Lagos,1001890,Retail,495.43,285.9,97.9,1-Nov-19
Lagos,1001890,Retail,497.49,155.75,155.75,1-Dec-19
Lagos,1001890,Retail,159.65,15.69,15.69,1-Sep-19
Kano,1001891,Retail,645.81,77.77,0,1-Aug-19
Kano,1001891,Retail,719.97,22.58,22.58,1-Nov-19
Kano,1001891,Retail,719.97,470.02,470.02,1-Dec-19
Kano,1001891,Retail,735.42,121.37,0,1-Oct-19
Kano,1001891,Retail,783.83,141.52,0,1-Jul-19
Kano,1001891,Retail,671.56,177.87,177.87,1-Sep-19
Onitsha,1001892,Retail,292.52,70.56,0,1-Oct-19
Onitsha,1001892,Retail,433.63,52.18,36.18,1-Jul-19
Onitsha,1001892,Retail,437.75,93.98,93.98,1-Aug-19
Onitsha,1001892,Retail,495.43,269,269,1-Nov-19
Onitsha,1001892,Retail,497.49,51.38,38.48,1-Dec-19
Onitsha,1001892,Retail,386.25,119.56,0,1-Sep-19
Kano,1001893,Retail,291.49,126.03,126.03,1-Oct-19
Kano,1001893,Retail,307.97,126.79,126.79,1-Jul-19
Kano,1001893,Retail,321.36,92.56,0,1-Aug-19
Kano,1001893,Retail,492.34,222.89,188.44,1-Nov-19
Kano,1001893,Retail,496.46,136.7,136.7,1-Dec-19
Kano,1001893,Retail,344.02,78.19,21.91,1-Sep-19
Abuja,1001894,Retail,547.96,231.42,178.48,1-Oct-19
Abuja,1001894,Retail,605.64,104.07,104.07,1-Aug-19
Abuja,1001894,Retail,671.56,309.04,0,1-Jul-19
Abuja,1001894,Retail,777.65,508.96,178.25,1-Nov-19
Abuja,1001894,Retail,777.65,42.67,42.67,1-Dec-19
Abuja,1001894,Retail,697.31,158.46,158.46,1-Sep-19
Port Harcourt,1001895,Retail,0,0,0,1-Oct-19
Port Harcourt,1001895,Retail,0,0,0,1-Nov-19
Port Harcourt,1001895,Retail,0,0,0,1-Dec-19
Port Harcourt,1001895,Retail,88.58,28.82,28.82,1-Aug-19
Port Harcourt,1001895,Retail,119.48,52.88,52.88,1-Jul-19
Port Harcourt,1001895,Retail,0,0,0,1-Sep-19
Port Harcourt,1001896,Retail,770.44,167.73,167.73,1-Aug-19
Port Harcourt,1001896,Retail,862.11,261.57,0,1-Jul-19
Port Harcourt,1001896,Retail,877.56,154.62,154.62,1-Dec-19
Port Harcourt,1001896,Retail,895.07,41.47,0,1-Nov-19
Port Harcourt,1001896,Retail,1088.71,25.03,7.65,1-Oct-19
Port Harcourt,1001896,Retail,935.24,283.16,283.16,1-Sep-19
Kano,1001897,Retail,366.68,71.3,0,1-Oct-19
Kano,1001897,Retail,414.06,199.97,199.97,1-Aug-19
Kano,1001897,Retail,463.5,72.12,27.94,1-Jul-19
Kano,1001897,Retail,765.29,167.7,167.7,1-Nov-19
Kano,1001897,Retail,777.65,95.36,54.48,1-Dec-19
Kano,1001897,Retail,472.77,184.79,184.79,1-Sep-19
Lagos,1001898,Retail,0,0,0,1-Jul-19
Lagos,1001898,Retail,0,0,0,1-Aug-19
Lagos,1001898,Retail,0,0,0,1-Oct-19
Lagos,1001898,Retail,0,0,0,1-Nov-19
Lagos,1001898,Retail,0,0,0,1-Dec-19
Lagos,1001898,Retail,78.28,28.86,28.86,1-Oct-19
Lagos,1001898,Retail,87.55,25.69,0,1-Aug-19
Lagos,1001898,Retail,89.61,13.83,13.83,1-Jul-19
Lagos,1001898,Retail,110.21,24.06,0,1-Nov-19
Lagos,1001898,Retail,239.99,79.2,0,1-Dec-19
Lagos,1001898,Retail,0,0,0,1-Sep-19
Lagos,1001898,Retail,116.39,34.58,34.58,1-Sep-19
Port Harcourt,1001899,Retail,513.97,230.94,230.94,1-Jul-19
Port Harcourt,1001899,Retail,547.96,138.3,138.3,1-Oct-19
Port Harcourt,1001899,Retail,605.64,239.6,239.6,1-Aug-19
Port Harcourt,1001899,Retail,662.29,46.09,10.78,1-Aug-19
Port Harcourt,1001899,Retail,671.56,298.16,298.16,1-Jul-19
Port Harcourt,1001899,Retail,777.65,304.34,304.34,1-Nov-19
Port Harcourt,1001899,Retail,777.65,351.16,351.16,1-Dec-19
Port Harcourt,1001899,Retail,829.15,328.56,118.79,1-Oct-19
Port Harcourt,1001899,Retail,884.77,257.93,257.93,1-Nov-19
Port Harcourt,1001899,Retail,1012.49,482.95,482.95,1-Dec-19
Port Harcourt,1001899,Retail,697.31,164.25,0,1-Sep-19
Port Harcourt,1001899,Retail,717.91,364.79,364.79,1-Sep-19
Port Harcourt,1001900,Retail,0,0,0,1-Jul-19
Port Harcourt,1001900,Retail,0,0,0,1-Aug-19
Port Harcourt,1001900,Retail,0,0,0,1-Oct-19
Port Harcourt,1001900,Retail,0,0,0,1-Nov-19
Port Harcourt,1001900,Retail,0,0,0,1-Dec-19
Port Harcourt,1001900,Retail,0,0,0,1-Sep-19
Abuja,1001901,Retail,0,0,0,1-Jul-19
Abuja,1001901,Retail,0,0,0,1-Aug-19
Abuja,1001901,Retail,0,0,0,1-Oct-19
Abuja,1001901,Retail,0,0,0,1-Nov-19
Abuja,1001901,Retail,0,0,0,1-Dec-19
